extension,char,codepoint
Extension B,𤱬,U+24C6C
Extension B,𤦰,U+249B0
Extension B,𠦝,U+2099D
Extension B,𥠚,U+2581A
Extension B,𡍧,U+21367
Extension B,𠛒,U+206D2
Extension B,𤎉,U+24389
Extension B,𦣠,U+268E0
Extension B,𣟊,U+237CA
Extension B,𨊷,U+282B7
Extension B,𢢵,U+228B5
Extension B,𩠻,U+2983B
Extension B,𧡨,U+27868
Extension B,𧨝,U+27A1D
Extension B,𨚞,U+2869E
Extension B,𢇷,U+221F7
Extension B,𨦡,U+289A1
Extension B,𪔄,U+2A504
Extension B,𢆯,U+221AF
Extension B,𧙓,U+27653
Extension B,𣳽,U+23CFD
Extension B,𡢃,U+21883
Extension B,𨦑,U+28991
Extension B,𦕅,U+26545
Extension B,𥭘,U+25B58
Extension B,𡥊,U+2194A
Extension B,𤀩,U+24029
Extension B,𠇩,U+201E9
Extension B,𨕘,U+28558
Extension B,𡨅,U+21A05
Extension B,𤥏,U+2494F
Extension B,𡑀,U+21440
Extension B,𡹁,U+21E41
Extension B,𦳚,U+26CDA
Extension B,𥯋,U+25BCB
Extension B,𣉐,U+23250
Extension B,𣄢,U+23122
Extension B,𣼊,U+23F0A
Extension B,𢏮,U+223EE
Extension B,𤒨,U+244A8
Extension B,𨱔,U+28C54
Extension B,𢂄,U+22084
Extension B,𨒫,U+284AB
Extension B,𠮷,U+20BB7
Extension B,𥅟,U+2515F
Extension B,𡦀,U+21980
Extension B,𨢈,U+28888
Extension B,𨱓,U+28C53
Extension B,𦎥,U+263A5
Extension B,𩗋,U+295CB
Extension B,𠲒,U+20C92
Extension B,𧾚,U+27F9A
Extension B,𨼆,U+28F06
Extension B,𤨬,U+24A2C
Extension B,𡆳,U+211B3
Extension B,𨵻,U+28D7B
Extension B,𣅈,U+23148
Extension B,𡑎,U+2144E
Extension B,𠎉,U+20389
Extension B,𩧂,U+299C2
Extension B,𢳈,U+22CC8
Extension B,𢣹,U+228F9
Extension B,𣞬,U+237AC
Extension B,𣻐,U+23ED0
Extension B,𤨳,U+24A33
Extension B,𨸱,U+28E31
Extension B,𨛂,U+286C2
Extension B,𨹽,U+28E7D
Extension B,𥬮,U+25B2E
Extension B,𣏾,U+233FE
Extension B,𤼬,U+24F2C
Extension B,𩥎,U+2994E
Extension B,𨨒,U+28A12
Extension B,𢇮,U+221EE
Extension B,𨛶,U+286F6
Extension B,𥠖,U+25816
Extension B,𨚰,U+286B0
Extension B,𥟐,U+257D0
Extension B,𤋭,U+242ED
Extension B,𦩞,U+26A5E
Extension B,𧛖,U+276D6
Extension B,𤍜,U+2435C
Extension B,𢲉,U+22C89
Extension B,𡠵,U+21835
Extension B,𦚣,U+266A3
Extension B,𩁺,U+2907A
Extension B,𨸜,U+28E1C
Extension B,𠋸,U+202F8
Extension B,𨞖,U+28796
Extension B,𣆯,U+231AF
Extension B,𠋯,U+202EF
Extension B,𦒺,U+264BA
Extension B,𩣋,U+298CB
Extension B,𣺞,U+23E9E
Extension B,𣛁,U+236C1
Extension B,𡊣,U+212A3
Extension B,𧉻,U+2727B
Extension B,𢴣,U+22D23
Extension B,𦅼,U+2617C
Extension B,𨪆,U+28A86
Extension B,𡌔,U+21314
Extension B,𠍊,U+2034A
Extension B,𢥈,U+22948
Extension B,𥟇,U+257C7
Extension B,𧻙,U+27ED9
Extension B,𢂱,U+220B1
Extension B,𥛵,U+256F5
Extension B,𦏁,U+263C1
Extension B,𠅙,U+20159
Extension B,𩅤,U+29164
Extension B,𨩚,U+28A5A
Extension B,𥫾,U+25AFE
Extension B,𥰥,U+25C25
Extension B,𤾔,U+24F94
Extension B,𤾎,U+24F8E
Extension B,𥪔,U+25A94
Extension B,𦹔,U+26E54
Extension B,𨒪,U+284AA
Extension B,𣳎,U+23CCE
Extension B,𡊑,U+21291
Extension B,𡐭,U+2142D
Extension B,𪅺,U+2A17A
Extension B,𠋎,U+202CE
Extension B,𧫴,U+27AF4
Extension B,𠑷,U+20477
Extension B,𤜭,U+2472D
Extension B,𤪏,U+24A8F
Extension B,𨍆,U+28346
Extension B,𥐪,U+2542A
Extension B,𩂉,U+29089
Extension B,𥈤,U+25224
Extension B,𡢽,U+218BD
Extension B,𣏚,U+233DA
Extension B,𧋨,U+272E8
Extension B,𠷠,U+20DE0
Extension B,𥪧,U+25AA7
Extension B,𧬸,U+27B38
Extension B,𥻅,U+25EC5
Extension B,𣝀,U+23740
Extension B,𤤧,U+24927
Extension B,𡍮,U+2136E
Extension B,𧄔,U+27114
Extension B,𠸄,U+20E04
Extension B,𡎺,U+213BA
Extension B,𧎐,U+27390
Extension B,𣔇,U+23507
Extension B,𩥇,U+29947
Extension B,𢇦,U+221E6
Extension B,𨌈,U+28308
Extension B,𨍏,U+2834F
Extension B,𥬭,U+25B2D
Extension B,𤓎,U+244CE
Extension B,𩐚,U+2941A
Extension B,𤩽,U+24A7D
Extension B,𦭈,U+26B48
Extension B,𨍴,U+28374
Extension B,𩔴,U+29534
Extension B,𥺤,U+25EA4
Extension B,𢓘,U+224D8
Extension B,𡥸,U+21978
Extension B,𧜂,U+27702
Extension B,𣷌,U+23DCC
Extension B,𡾹,U+21FB9
Extension B,𥒂,U+25482
Extension B,𨭩,U+28B69
Extension B,𤀎,U+2400E
Extension B,𣒖,U+23496
Extension B,𣷂,U+23DC2
Extension B,𣕚,U+2355A
Extension B,𦲧,U+26CA7
Extension B,𢘴,U+22634
Extension B,𥜋,U+2570B
Extension B,𡧎,U+219CE
Extension B,𠋠,U+202E0
Extension B,𣁄,U+23044
Extension B,𢮥,U+22BA5
Extension B,𨴭,U+28D2D
Extension B,𧾏,U+27F8F
Extension B,𦂛,U+2609B
Extension B,𥪙,U+25A99
Extension B,𩥚,U+2995A
Extension B,𩒫,U+294AB
Extension B,𤇋,U+241CB
Extension B,𣪱,U+23AB1
Extension B,𢐟,U+2241F
Extension B,𢬈,U+22B08
Extension B,𣳮,U+23CEE
Extension B,𤧇,U+249C7
Extension B,𡸀,U+21E00
Extension B,𤩪,U+24A6A
Extension B,𦸂,U+26E02
Extension B,𢐕,U+22415
Extension B,𤱓,U+24C53
Extension B,𠗒,U+205D2
Extension B,𢫆,U+22AC6
Extension B,𧣩,U+278E9
Extension B,𡩣,U+21A63
Extension B,𣴲,U+23D32
Extension B,𦀊,U+2600A
Extension B,𤕤,U+24564
Extension B,𣳂,U+23CC2
Extension B,𡪤,U+21AA4
Extension B,𠑊,U+2044A
Extension B,𩶑,U+29D91
Extension B,𠌡,U+20321
Extension B,𣽪,U+23F6A
Extension B,𤽈,U+24F48
Extension B,𢇁,U+221C1
Extension B,𡊕,U+21295
Extension B,𥓲,U+254F2
Extension B,𩳓,U+29CD3
Extension B,𤓂,U+244C2
Extension B,𡲺,U+21CBA
Extension B,𡌭,U+2132D
Extension B,𡗶,U+215F6
Extension B,𦜐,U+26710
Extension B,𨭐,U+28B50
Extension B,𧞇,U+27787
Extension B,𣑀,U+23440
Extension B,𩳧,U+29CE7
Extension B,𤖱,U+245B1
Extension B,𣘧,U+23627
Extension B,𡉙,U+21259
Extension B,𨯩,U+28BE9
Extension B,𤈕,U+24215
Extension B,𤑇,U+24447
Extension B,𡷣,U+21DE3
Extension B,𥝠,U+25760
Extension B,𨬛,U+28B1B
Extension B,𣲅,U+23C85
Extension B,𠛀,U+206C0
Extension B,𢑥,U+22465
Extension B,𣑋,U+2344B
Extension B,𣳾,U+23CFE
Extension B,𧯴,U+27BF4
Extension B,𥥷,U+25977
Extension B,𣋊,U+232CA
Extension B,𦓼,U+264FC
Extension B,𣅌,U+2314C
Extension B,𪁣,U+2A063
Extension B,𥘔,U+25614
Extension B,𩣲,U+298F2
Extension B,𠇍,U+201CD
Extension B,𤥚,U+2495A
Extension B,𨙟,U+2865F
Extension B,𢙨,U+22668
Extension B,𢧉,U+229C9
Extension B,𣅼,U+2317C
Extension B,𨦯,U+289AF
Extension B,𦂊,U+2608A
Extension B,𤉋,U+2424B
Extension B,𠘳,U+20633
Extension B,𨦨,U+289A8
Extension B,𣎴,U+233B4
Extension B,𡶘,U+21D98
Extension B,𨿫,U+28FEB
Extension B,𧤖,U+27916
Extension B,𡸥,U+21E25
Extension B,𧪽,U+27ABD
Extension B,𪒀,U+2A480
Extension B,𤧙,U+249D9
Extension B,𣶴,U+23DB4
Extension B,𣞀,U+23780
Extension B,𡚩,U+216A9
Extension B,𢁻,U+2207B
Extension B,𤈷,U+24237
Extension B,𠣻,U+208FB
Extension B,𩼴,U+29F34
Extension B,𦺮,U+26EAE
Extension B,𦍤,U+26364
Extension B,𥾍,U+25F8D
Extension B,𣗈,U+235C8
Extension B,𠚷,U+206B7
Extension B,𨦞,U+2899E
Extension B,𡗹,U+215F9
Extension B,𤾻,U+24FBB
Extension B,𩶕,U+29D95
Extension B,𨐇,U+28407
Extension B,𣇵,U+231F5
Extension B,𡾏,U+21F8F
Extension B,𡊋,U+2128B
Extension B,𢕄,U+22544
Extension B,𦏺,U+263FA
Extension B,𦀲,U+26032
Extension B,𥘜,U+2561C
Extension B,𥀱,U+25031
Extension B,𨼓,U+28F13
Extension B,𡕢,U+21562
Extension B,𢠐,U+22810
Extension B,𧮆,U+27B86
Extension B,𠅘,U+20158
Extension B,𪇔,U+2A1D4
Extension B,𠉈,U+20248
Extension B,𢁐,U+22050
Extension B,𠑨,U+20468
Extension B,𥬏,U+25B0F
Extension B,𠃌,U+200CC
Extension B,𥸤,U+25E24
Extension B,𨑰,U+28470
Extension B,𤲒,U+24C92
Extension B,𪓌,U+2A4CC
Extension B,𡹛,U+21E5B
Extension B,𤁒,U+24052
Extension B,𡊔,U+21294
Extension B,𩕄,U+29544
Extension B,𦑥,U+26465
Extension B,𩷓,U+29DD3
Extension B,𨒰,U+284B0
Extension B,𦆯,U+261AF
Extension B,𧡢,U+27862
Extension B,𤊞,U+2429E
Extension B,𪔆,U+2A506
Extension B,𥠂,U+25802
Extension B,𨳡,U+28CE1
Extension B,𨼒,U+28F12
Extension B,𦺉,U+26E89
Extension B,𨑑,U+28451
Extension B,𣟋,U+237CB
Extension B,𨐨,U+28428
Extension B,𠷥,U+20DE5
Extension B,𨶹,U+28DB9
Extension B,𧍪,U+2736A
Extension B,𡝵,U+21775
Extension B,𥟍,U+257CD
Extension B,𨬱,U+28B31
Extension B,𩡝,U+2985D
Extension B,𥠜,U+2581C
Extension B,𥮥,U+25BA5
Extension B,𦂯,U+260AF
Extension B,𤉼,U+2427C
Extension B,𠡎,U+2084E
Extension B,𨶅,U+28D85
Extension B,𢾅,U+22F85
Extension B,𡼵,U+21F35
Extension B,𤤍,U+2490D
Extension B,𢖤,U+225A4
Extension B,𨙒,U+28652
Extension B,𩳌,U+29CCC
Extension B,𦽁,U+26F41
Extension B,𧦃,U+27983
Extension B,𩂳,U+290B3
Extension B,𩒓,U+29493
Extension B,𤎍,U+2438D
Extension B,𦓨,U+264E8
Extension B,𠣞,U+208DE
Extension B,𤙑,U+24651
Extension B,𥁬,U+2506C
Extension B,𤄽,U+2413D
Extension B,𨱉,U+28C49
Extension B,𤱥,U+24C65
Extension B,𧿍,U+27FCD
Extension B,𨨝,U+28A1D
Extension B,𩅧,U+29167
Extension B,𡇈,U+211C8
Extension B,𣆈,U+23188
Extension B,𤥤,U+24964
Extension B,𦃑,U+260D1
Extension B,𧥥,U+27965
Extension B,𦑩,U+26469
Extension B,𨏤,U+283E4
Extension B,𥟵,U+257F5
Extension B,𪗄,U+2A5C4
Extension B,𧬆,U+27B06
Extension B,𧡮,U+2786E
Extension B,𤈹,U+24239
Extension B,𢡟,U+2285F
Extension B,𦶐,U+26D90
Extension B,𧴴,U+27D34
Extension B,𦆂,U+26182
Extension B,𡷡,U+21DE1
Extension B,𤪽,U+24ABD
Extension B,𧫓,U+27AD3
Extension B,𣓏,U+234CF
Extension B,𥄓,U+25113
Extension B,𧙡,U+27661
Extension B,𣝒,U+23752
Extension B,𣂆,U+23086
Extension B,𢌞,U+2231E
Extension B,𥌞,U+2531E
Extension B,𨥋,U+2894B
Extension B,𣙻,U+2367B
Extension B,𣄣,U+23123
Extension B,𡑆,U+21446
Extension B,𠪥,U+20AA5
Extension B,𣺦,U+23EA6
Extension B,𣻆,U+23EC6
Extension B,𢇰,U+221F0
Extension B,𧬂,U+27B02
Extension B,𩅰,U+29170
Extension B,𦁐,U+26050
Extension B,𠆶,U+201B6
Extension B,𡒗,U+21497
Extension B,𤃪,U+240EA
Extension B,𡛇,U+216C7
Extension B,𨜅,U+28705
Extension B,𨜓,U+28713
Extension B,𨔛,U+2851B
Extension B,𦘏,U+2660F
Extension B,𨋍,U+282CD
Extension B,𣃠,U+230E0
Extension B,𧜢,U+27722
Extension B,𨑤,U+28464
Extension B,𩼇,U+29F07
Extension B,𩀱,U+29031
Extension B,𡋷,U+212F7
Extension B,𣗬,U+235EC
Extension B,𨩋,U+28A4B
Extension B,𩘰,U+29630
Extension B,𢛸,U+226F8
Extension B,𡩌,U+21A4C
Extension B,𤦏,U+2498F
Extension B,𪚺,U+2A6BA
Extension B,𧝡,U+27761
Extension B,𥃰,U+250F0
Extension B,𣶶,U+23DB6
Extension B,𤇍,U+241CD
Extension B,𢈪,U+2222A
Extension B,𨎋,U+2838B
Extension B,𨱂,U+28C42
Extension B,𩜹,U+29739
Extension B,𤩭,U+24A6D
Extension B,𡚉,U+21689
Extension B,𤔄,U+24504
Extension B,𦁉,U+26049
Extension B,𡎎,U+2138E
Extension B,𢃚,U+220DA
Extension B,𡎬,U+213AC
Extension B,𠌫,U+2032B
Extension B,𡨕,U+21A15
Extension B,𧠠,U+27820
Extension B,𤉪,U+2426A
Extension B,𨾏,U+28F8F
Extension B,𥰲,U+25C32
Extension B,𨌔,U+28314
Extension B,𨍬,U+2836C
Extension B,𠈃,U+20203
Extension B,𣑷,U+23477
Extension B,𦞰,U+267B0
Extension B,𡸘,U+21E18
Extension B,𣤈,U+23908
Extension B,𦥯,U+2696F
Extension B,𡷦,U+21DE6
Extension B,𠰢,U+20C22
Extension B,𩑠,U+29460
Extension B,𢌏,U+2230F
Extension B,𧯄,U+27BC4
Extension B,𢘉,U+22609
Extension B,𦎙,U+26399
Extension B,𧪂,U+27A82
Extension B,𤁐,U+24050
Extension B,𣊡,U+232A1
Extension B,𨟽,U+287FD
Extension B,𤏴,U+243F4
Extension B,𨹵,U+28E75
Extension B,𡈂,U+21202
Extension B,𨥜,U+2895C
Extension B,𩑲,U+29472
Extension B,𧪡,U+27AA1
Extension B,𥫵,U+25AF5
Extension B,𨛈,U+286C8
Extension B,𦒍,U+2648D
Extension B,𦅆,U+26146
Extension B,𢘋,U+2260B
Extension B,𡆸,U+211B8
Extension B,𡈼,U+2123C
Extension B,𠚇,U+20687
Extension B,𦲶,U+26CB6
Extension B,𤘹,U+24639
Extension B,𥨫,U+25A2B
Extension B,𣉘,U+23258
Extension B,𦐛,U+2641B
Extension B,𩠊,U+2980A
Extension B,𥙖,U+25656
Extension B,𦭻,U+26B7B
Extension B,𢐐,U+22410
Extension B,𣿬,U+23FEC
Extension B,𨞚,U+2879A
Extension B,𣲭,U+23CAD
Extension B,𤥵,U+24975
Extension B,𦑊,U+2644A
Extension B,𦤥,U+26925
Extension B,𣈆,U+23206
Extension B,𤱩,U+24C69
Extension B,𦑡,U+26461
Extension B,𤀂,U+24002
Extension B,𡉓,U+21253
Extension B,𠗊,U+205CA
Extension B,𧻦,U+27EE6
Extension B,𡸔,U+21E14
Extension B,𨔁,U+28501
Extension B,𩑛,U+2945B
Extension B,𣒴,U+234B4
Extension B,𡗺,U+215FA
Extension B,𨭪,U+28B6A
Extension B,𤇦,U+241E6
Extension B,𣉗,U+23257
Extension B,𠀋,U+2000B
Extension B,𤌌,U+2430C
Extension B,𥒵,U+254B5
Extension B,𣒄,U+23484
Extension B,𦵔,U+26D54
Extension B,𧠭,U+2782D
Extension B,𪊷,U+2A2B7
Extension B,𦣽,U+268FD
Extension B,𦵄,U+26D44
Extension B,𡗜,U+215DC
Extension B,𩄐,U+29110
Extension B,𢼄,U+22F04
Extension B,𣓍,U+234CD
Extension B,𨙫,U+2866B
Extension B,𥚗,U+25697
Extension B,𥴰,U+25D30
Extension B,𡗩,U+215E9
Extension B,𩹈,U+29E48
Extension B,𩓙,U+294D9
Extension B,𩂿,U+290BF
Extension B,𦉓,U+26253
Extension B,𢴿,U+22D3F
Extension B,𢞞,U+2279E
Extension B,𢖳,U+225B3
Extension B,𥁐,U+25050
Extension B,𤊙,U+24299
Extension B,𤾂,U+24F82
Extension B,𣉽,U+2327D
Extension B,𧯆,U+27BC6
Extension B,𤓾,U+244FE
Extension B,𦠃,U+26803
Extension B,𡋙,U+212D9
Extension B,𨜘,U+28718
Extension B,𤨡,U+24A21
Extension B,𧭎,U+27B4E
Extension B,𤶸,U+24DB8
Extension B,𨘵,U+28635
Extension B,𠰻,U+20C3B
Extension B,𧀯,U+2702F
Extension B,𨎩,U+283A9
Extension B,𨺯,U+28EAF
Extension B,𥟨,U+257E8
Extension B,𦶋,U+26D8B
Extension B,𨜐,U+28710
Extension B,𥰣,U+25C23
Extension B,𣴙,U+23D19
Extension B,𤅀,U+24140
Extension B,𥋪,U+252EA
Extension B,𨮼,U+28BBC
Extension B,𤦹,U+249B9
Extension B,𦈝,U+2621D
Extension B,𩂺,U+290BA
Extension B,𡻑,U+21ED1
Extension B,𥡜,U+2585C
Extension B,𥏊,U+253CA
Extension B,𨙴,U+28674
Extension B,𦯬,U+26BEC
Extension B,𦭝,U+26B5D
Extension B,𤪼,U+24ABC
Extension B,𪏛,U+2A3DB
Extension B,𡛮,U+216EE
Extension B,𡏡,U+213E1
Extension B,𡩘,U+21A58
Extension B,𧀀,U+27000
Extension B,𨘈,U+28608
Extension B,𨨡,U+28A21
Extension B,𩆷,U+291B7
Extension B,𡍲,U+21372
Extension B,𤽭,U+24F6D
Extension B,𧶡,U+27DA1
Extension B,𢈟,U+2221F
Extension B,𡨋,U+21A0B
Extension B,𢢶,U+228B6
Extension B,𦍙,U+26359
Extension B,𤫉,U+24AC9
Extension B,𡜵,U+21735
Extension B,𡉗,U+21257
Extension B,𥧁,U+259C1
Extension B,𡌗,U+21317
Extension B,𥳀,U+25CC0
Extension B,𢔈,U+22508
Extension B,𤂻,U+240BB
Extension B,𦺗,U+26E97
Extension B,𩃥,U+290E5
Extension B,𨳶,U+28CF6
Extension B,𦔥,U+26525
Extension B,𨩊,U+28A4A
Extension B,𨨛,U+28A1B
Extension B,𤲗,U+24C97
Extension B,𤤋,U+2490B
Extension B,𣟚,U+237DA
Extension B,𧚪,U+276AA
Extension B,𠠁,U+20801
Extension B,𦓩,U+264E9
Extension B,𦴥,U+26D25
Extension B,𧚻,U+276BB
Extension B,𪇘,U+2A1D8
Extension B,𡌫,U+2132B
Extension B,𤰪,U+24C2A
Extension B,𢋘,U+222D8
Extension B,𢱃,U+22C43
Extension B,𡔎,U+2150E
Extension B,𤒻,U+244BB
Extension B,𦗧,U+265E7
Extension B,𩅍,U+2914D
Extension B,𠘼,U+2063C
Extension B,𢔆,U+22506
Extension B,𥛲,U+256F2
Extension B,𣵅,U+23D45
Extension B,𥒰,U+254B0
Extension B,𩵶,U+29D76
Extension B,𩤵,U+29935
Extension B,𣸨,U+23E28
Extension B,𣈭,U+2322D
Extension B,𡒛,U+2149B
Extension B,𩓵,U+294F5
Extension B,𨺌,U+28E8C
Extension B,𨴅,U+28D05
Extension B,𡊺,U+212BA
Extension B,𥃻,U+250FB
Extension B,𣹩,U+23E69
Extension B,𪆀,U+2A180
Extension B,𩘴,U+29634
Extension B,𣶱,U+23DB1
Extension B,𢒅,U+22485
Extension B,𦆈,U+26188
Extension B,𣙩,U+23669
Extension B,𡦩,U+219A9
Extension B,𩔊,U+2950A
Extension B,𧮇,U+27B87
Extension B,𪄡,U+2A121
Extension B,𤉛,U+2425B
Extension B,𠌼,U+2033C
Extension B,𢬑,U+22B11
Extension B,𧡪,U+2786A
Extension B,𥕢,U+25562
Extension B,𦰱,U+26C31
Extension B,𥚳,U+256B3
Extension B,𪆽,U+2A1BD
Extension B,𩲃,U+29C83
Extension B,𩲩,U+29CA9
Extension B,𢈼,U+2223C
Extension B,𨯔,U+28BD4
Extension B,𣇫,U+231EB
Extension B,𡽜,U+21F5C
Extension B,𡷫,U+21DEB
Extension B,𩦹,U+299B9
Extension B,𢔁,U+22501
Extension B,𥘤,U+25624
Extension B,𤎈,U+24388
Extension B,𥤱,U+25931
Extension B,𡆶,U+211B6
Extension B,𤇳,U+241F3
Extension B,𩇭,U+291ED
Extension B,𧁨,U+27068
Extension B,𦣻,U+268FB
Extension B,𢊌,U+2228C
Extension B,𧛏,U+276CF
Extension B,𨮙,U+28B99
Extension B,𡴱,U+21D31
Extension B,𡶾,U+21DBE
Extension B,𤁂,U+24042
Extension B,𧽠,U+27F60
Extension B,𥝻,U+2577B
Extension B,𠉄,U+20244
Extension B,𧁑,U+27051
Extension B,𣛎,U+236CE
Extension B,𩂼,U+290BC
Extension B,𨖹,U+285B9
Extension B,𧀲,U+27032
Extension B,𢘍,U+2260D
Extension B,𢓊,U+224CA
Extension B,𤤁,U+24901
Extension B,𪈰,U+2A230
Extension B,𥌆,U+25306
Extension B,𡨄,U+21A04
Extension B,𧊵,U+272B5
Extension B,𠆫,U+201AB
Extension B,𤽥,U+24F65
Extension B,𣋓,U+232D3
Extension B,𥞴,U+257B4
Extension B,𦁖,U+26056
Extension B,𪓔,U+2A4D4
Extension B,𤼷,U+24F37
Extension B,𩣽,U+298FD
Extension B,𤒫,U+244AB
Extension B,𤽺,U+24F7A
Extension B,𡺙,U+21E99
Extension B,𠡮,U+2086E
Extension B,𤉣,U+24263
Extension B,𩘏,U+2960F
Extension B,𣉖,U+23256
Extension B,𦭱,U+26B71
Extension B,𧜒,U+27712
Extension B,𢺰,U+22EB0
Extension B,𧨀,U+27A00
Extension B,𡊰,U+212B0
Extension B,𪄱,U+2A131
Extension B,𣋌,U+232CC
Extension B,𢈏,U+2220F
Extension B,𡾜,U+21F9C
Extension B,𣄼,U+2313C
Extension B,𠗕,U+205D5
Extension B,𣡓,U+23853
Extension B,𨳝,U+28CDD
Extension B,𦑜,U+2645C
Extension B,𥚦,U+256A6
Extension B,𠉂,U+20242
Extension B,𥩲,U+25A72
Extension B,𤨕,U+24A15
Extension B,𠉜,U+2025C
Extension B,𤥝,U+2495D
Extension B,𣾰,U+23FB0
Extension B,𣅐,U+23150
Extension B,𥛑,U+256D1
Extension B,𨯾,U+28BFE
Extension B,𥞊,U+2578A
Extension B,𤩿,U+24A7F
Extension B,𩕆,U+29546
Extension B,𨦛,U+2899B
Extension B,𨠦,U+28826
Extension B,𣌟,U+2331F
Extension B,𡵆,U+21D46
Extension B,𧊄,U+27284
Extension B,𡙛,U+2165B
Extension B,𤅟,U+2415F
Extension B,𪃁,U+2A0C1
Extension B,𣔳,U+23533
Extension B,𠳿,U+20CFF
Extension B,𩻾,U+29EFE
Extension B,𩂔,U+29094
Extension B,𧴶,U+27D36
Extension B,𧻿,U+27EFF
Extension B,𢗢,U+225E2
Extension B,𧭥,U+27B65
Extension B,𨮹,U+28BB9
Extension B,𢑴,U+22474
Extension B,𨴲,U+28D32
Extension B,𨭦,U+28B66
Extension B,𣗪,U+235EA
Extension B,𩃉,U+290C9
Extension B,𣊺,U+232BA
Extension B,𥜪,U+2572A
Extension B,𩵷,U+29D77
Extension B,𦗢,U+265E2
Extension B,𥿗,U+25FD7
Extension B,𨎨,U+283A8
Extension B,𥸷,U+25E37
Extension B,𥠲,U+25832
Extension B,𦥇,U+26947
Extension B,𩿩,U+29FE9
Extension B,𦖒,U+26592
Extension B,𣶹,U+23DB9
Extension B,𧚿,U+276BF
Extension B,𠳭,U+20CED
Extension B,𨍞,U+2835E
Extension B,𩛿,U+296FF
Extension B,𡾊,U+21F8A
Extension B,𦸚,U+26E1A
Extension B,𢓗,U+224D7
Extension B,𨧡,U+289E1
Extension B,𤈠,U+24220
Extension B,𣔙,U+23519
Extension B,𤉙,U+24259
Extension B,𦵬,U+26D6C
Extension B,𧘏,U+2760F
Extension B,𩧦,U+299E6
Extension B,𤂷,U+240B7
Extension B,𦮔,U+26B94
Extension B,𨥕,U+28955
Extension B,𥬍,U+25B0D
Extension B,𨫆,U+28AC6
Extension B,𣇩,U+231E9
Extension B,𤣅,U+248C5
Extension B,𨙼,U+2867C
Extension B,𨹥,U+28E65
Extension B,𩦋,U+2998B
Extension B,𡻄,U+21EC4
Extension B,𩣵,U+298F5
Extension B,𦙟,U+2665F
Extension B,𣇎,U+231CE
Extension B,𧺈,U+27E88
Extension B,𣎅,U+23385
Extension B,𨏕,U+283D5
Extension B,𢠄,U+22804
Extension B,𡾣,U+21FA3
Extension B,𧸐,U+27E10
Extension B,𡨚,U+21A1A
Extension B,𨸓,U+28E13
Extension B,𥑇,U+25447
Extension B,𢖐,U+22590
Extension B,𢨶,U+22A36
Extension B,𧝰,U+27770
Extension B,𢩨,U+22A68
Extension B,𧀭,U+2702D
Extension B,𥛝,U+256DD
Extension B,𥹌,U+25E4C
Extension B,𩏡,U+293E1
Extension B,𥺝,U+25E9D
Extension B,𨶛,U+28D9B
Extension B,𢰂,U+22C02
Extension B,𨦉,U+28989
Extension B,𥼃,U+25F03
Extension B,𣉫,U+2326B
Extension B,𨌏,U+2830F
Extension B,𣸸,U+23E38
Extension B,𡊻,U+212BB
Extension B,𤫠,U+24AE0
Extension B,𧞧,U+277A7
Extension B,𤧭,U+249ED
Extension B,𤆃,U+24183
Extension B,𡊿,U+212BF
Extension B,𠐯,U+2042F
Extension B,𣉋,U+2324B
Extension B,𠢱,U+208B1
Extension B,𣹟,U+23E5F
Extension B,𨬡,U+28B21
Extension B,𧧇,U+279C7
Extension B,𥕵,U+25575
Extension B,𦙍,U+2664D
Extension B,𡐤,U+21424
Extension B,𩻐,U+29ED0
Extension B,𢶫,U+22DAB
Extension B,𩝥,U+29765
Extension B,𥿾,U+25FFE
Extension B,𣜜,U+2371C
Extension B,𤋺,U+242FA
Extension B,𩹍,U+29E4D
Extension B,𡇅,U+211C5
Extension B,𨋫,U+282EB
Extension B,𦵶,U+26D76
Extension B,𧵊,U+27D4A
Extension B,𨫪,U+28AEA
Extension B,𡜋,U+2170B
Extension B,𣶬,U+23DAC
Extension B,𦒜,U+2649C
Extension B,𥱧,U+25C67
Extension B,𡝗,U+21757
Extension B,𢕐,U+22550
Extension B,𠘲,U+20632
Extension B,𤐝,U+2441D
Extension B,𢁙,U+22059
Extension B,𢉠,U+22260
Extension B,𧟴,U+277F4
Extension B,𧟸,U+277F8
Extension B,𣚎,U+2368E
Extension B,𠮈,U+20B88
Extension B,𢚂,U+22682
Extension B,𧼛,U+27F1B
Extension B,𨛵,U+286F5
Extension B,𩄞,U+2911E
Extension B,𥢗,U+25897
Extension B,𢷬,U+22DEC
Extension B,𣙔,U+23654
Extension B,𦙌,U+2664C
Extension B,𩧊,U+299CA
Extension B,𡎴,U+213B4
Extension B,𢽊,U+22F4A
Extension B,𦆆,U+26186
Extension B,𦝻,U+2677B
Extension B,𤰫,U+24C2B
Extension B,𡟜,U+217DC
Extension B,𦭧,U+26B67
Extension B,𦾪,U+26FAA
Extension B,𧬁,U+27B01
Extension B,𥑛,U+2545B
Extension B,𩜲,U+29732
Extension B,𡺦,U+21EA6
Extension B,𨪇,U+28A87
Extension B,𤫎,U+24ACE
Extension B,𨺄,U+28E84
Extension B,𢼧,U+22F27
Extension B,𣩵,U+23A75
Extension B,𥫿,U+25AFF
Extension B,𡏝,U+213DD
Extension B,𡶜,U+21D9C
Extension B,𠖷,U+205B7
Extension B,𪂈,U+2A088
Extension B,𤤩,U+24929
Extension B,𣷳,U+23DF3
