extension,char,codepoint
Extension B,𢛓,U+226D3
Extension B,𦕒,U+26552
Extension B,𡿇,U+21FC7
Extension B,𣿹,U+23FF9
Extension B,𩷕,U+29DD5
Extension B,𣼶,U+23F36
Extension B,𢁷,U+22077
Extension B,𢙿,U+2267F
Extension B,𣅻,U+2317B
Extension B,𦹓,U+26E53
Extension B,𤳉,U+24CC9
Extension B,𡌿,U+2133F
Extension B,𩖖,U+29596
Extension B,𨠯,U+2882F
Extension B,𣹎,U+23E4E
Extension B,𨕒,U+28552
Extension B,𥩡,U+25A61
Extension B,𦣟,U+268DF
Extension B,𦵚,U+26D5A
Extension B,𦅻,U+2617B
Extension B,𥇍,U+251CD
Extension B,𣡍,U+2384D
Extension B,𡉑,U+21251
Extension B,𤏐,U+243D0
Extension B,𥩤,U+25A64
Extension B,𤌯,U+2432F
Extension B,𡌴,U+21334
Extension B,𡞏,U+2178F
Extension B,𥔢,U+25522
Extension B,𨏥,U+283E5
Extension B,𣓆,U+234C6
Extension B,𦐈,U+26408
Extension B,𣋑,U+232D1
Extension B,𤨨,U+24A28
Extension B,𧸦,U+27E26
Extension B,𣑖,U+23456
Extension B,𩅥,U+29165
Extension B,𦖕,U+26595
Extension B,𨮪,U+28BAA
Extension B,𣎵,U+233B5
Extension B,𦯃,U+26BC3
Extension B,𧩸,U+27A78
Extension B,𣘚,U+2361A
Extension B,𩄾,U+2913E
Extension B,𡩄,U+21A44
Extension B,𦔳,U+26533
Extension B,𤀀,U+24000
Extension B,𤑫,U+2446B
Extension B,𦬨,U+26B28
Extension B,𩂀,U+29080
Extension B,𪋀,U+2A2C0
Extension B,𥩦,U+25A66
Extension B,𠒿,U+204BF
Extension B,𥯳,U+25BF3
Extension B,𤟟,U+247DF
Extension B,𨎵,U+283B5
Extension B,𢴪,U+22D2A
Extension B,𡈿,U+2123F
Extension B,𣲀,U+23C80
Extension B,𢛡,U+226E1
Extension B,𤰇,U+24C07
Extension B,𣋞,U+232DE
Extension B,𥞒,U+25792
Extension B,𥕋,U+2554B
Extension B,𥺿,U+25EBF
Extension B,𡁎,U+2104E
Extension B,𥘞,U+2561E
Extension B,𠏐,U+203D0
Extension B,𧸖,U+27E16
Extension B,𤖴,U+245B4
Extension B,𣢏,U+2388F
Extension B,𧣛,U+278DB
Extension B,𦱂,U+26C42
Extension B,𧇥,U+271E5
Extension B,𡻪,U+21EEA
Extension B,𤑙,U+24459
Extension B,𠩭,U+20A6D
Extension B,𣱽,U+23C7D
Extension B,𧻜,U+27EDC
Extension B,𨺟,U+28E9F
Extension B,𣏣,U+233E3
Extension B,𤥋,U+2494B
Extension B,𪘊,U+2A60A
Extension B,𡻟,U+21EDF
Extension B,𥡃,U+25843
Extension B,𨥏,U+2894F
Extension B,𣽷,U+23F77
Extension B,𨻁,U+28EC1
Extension B,𠈞,U+2021E
Extension B,𡥞,U+2195E
Extension B,𢴅,U+22D05
Extension B,𥖏,U+2558F
Extension B,𥢴,U+258B4
Extension B,𠨼,U+20A3C
Extension B,𠏺,U+203FA
Extension B,𨻂,U+28EC2
Extension B,𦕶,U+26576
Extension B,𢭎,U+22B4E
Extension B,𢗒,U+225D2
Extension B,𣓉,U+234C9
Extension B,𦼌,U+26F0C
Extension B,𢊊,U+2228A
Extension B,𥫳,U+25AF3
Extension B,𨿐,U+28FD0
Extension B,𨾣,U+28FA3
Extension B,𨯗,U+28BD7
Extension B,𢔪,U+2252A
Extension B,𢖽,U+225BD
Extension B,𩊕,U+29295
Extension B,𧩟,U+27A5F
Extension B,𢮅,U+22B85
Extension B,𣺯,U+23EAF
Extension B,𥜚,U+2571A
Extension B,𥙉,U+25649
Extension B,𠆲,U+201B2
Extension B,𥚧,U+256A7
Extension B,𡚖,U+21696
Extension B,𨊸,U+282B8
Extension B,𧙿,U+2767F
Extension B,𩸊,U+29E0A
Extension B,𩪤,U+29AA4
Extension B,𤉍,U+2424D
Extension B,𠝃,U+20743
Extension B,𥚩,U+256A9
Extension B,𤐖,U+24416
Extension B,𢥚,U+2295A
Extension B,𣃾,U+230FE
Extension B,𪒑,U+2A491
Extension B,𦔎,U+2650E
Extension B,𡸺,U+21E3A
Extension B,𠋀,U+202C0
Extension B,𧚖,U+27696
Extension B,𦃺,U+260FA
Extension B,𨚍,U+2868D
Extension B,𡶦,U+21DA6
Extension B,𦄑,U+26111
Extension B,𤧀,U+249C0
Extension B,𥁏,U+2504F
Extension B,𨹏,U+28E4F
Extension B,𡎡,U+213A1
Extension B,𣅷,U+23177
Extension B,𠈋,U+2020B
Extension B,𧀦,U+27026
Extension B,𣱼,U+23C7C
Extension B,𢌛,U+2231B
Extension B,𠈟,U+2021F
Extension B,𢕪,U+2256A
Extension B,𢥧,U+22967
Extension B,𧧕,U+279D5
Extension B,𧧦,U+279E6
Extension B,𠱴,U+20C74
Extension B,𢋐,U+222D0
Extension B,𥜻,U+2573B
Extension B,𡵓,U+21D53
Extension B,𨒢,U+284A2
Extension B,𥬱,U+25B31
Extension B,𤑚,U+2445A
Extension B,𩄘,U+29118
Extension B,𣎔,U+23394
Extension B,𦵀,U+26D40
Extension B,𥚠,U+256A0
Extension B,𧛐,U+276D0
Extension B,𪇕,U+2A1D5
Extension B,𡊀,U+21280
Extension B,𥘩,U+25629
Extension B,𡲆,U+21C86
Extension B,𨽢,U+28F62
Extension B,𤧻,U+249FB
Extension B,𦰡,U+26C21
Extension B,𤊷,U+242B7
Extension B,𣈯,U+2322F
Extension B,𡒓,U+21493
Extension B,𧁽,U+2707D
Extension B,𣓻,U+234FB
Extension B,𡙗,U+21657
Extension B,𩤟,U+2991F
Extension B,𣪽,U+23ABD
Extension B,𤼦,U+24F26
Extension B,𡧡,U+219E1
Extension B,𣐅,U+23405
Extension B,𦚭,U+266AD
Extension B,𣌢,U+23322
Extension B,𥝵,U+25775
Extension B,𨯰,U+28BF0
Extension B,𨶆,U+28D86
Extension B,𣉔,U+23254
Extension B,𥡋,U+2584B
Extension B,𥛻,U+256FB
Extension B,𦭏,U+26B4F
Extension B,𥉴,U+25274
Extension B,𦭰,U+26B70
Extension B,𢗭,U+225ED
Extension B,𣪧,U+23AA7
Extension B,𠋶,U+202F6
Extension B,𠖓,U+20593
Extension B,𩣑,U+298D1
Extension B,𤂑,U+24091
Extension B,𢧐,U+229D0
Extension B,𢚃,U+22683
Extension B,𢍰,U+22370
Extension B,𧜦,U+27726
Extension B,𨌥,U+28325
Extension B,𩦖,U+29996
Extension B,𢓱,U+224F1
Extension B,𪛋,U+2A6CB
Extension B,𦊄,U+26284
Extension B,𪇵,U+2A1F5
Extension B,𥛅,U+256C5
Extension B,𣇌,U+231CC
Extension B,𣆐,U+23190
Extension B,𡷖,U+21DD6
Extension B,𣁎,U+2304E
Extension B,𣙋,U+2364B
Extension B,𨰘,U+28C18
Extension B,𡘝,U+2161D
Extension B,𠇔,U+201D4
Extension B,𦝿,U+2677F
Extension B,𧗊,U+275CA
Extension B,𠐚,U+2041A
Extension B,𣻪,U+23EEA
Extension B,𣹊,U+23E4A
Extension B,𢫞,U+22ADE
Extension B,𤤅,U+24905
Extension B,𣔻,U+2353B
Extension B,𢗀,U+225C0
Extension B,𤖬,U+245AC
Extension B,𤧃,U+249C3
Extension B,𢜗,U+22717
Extension B,𣓾,U+234FE
Extension B,𤁯,U+2406F
Extension B,𦘕,U+26615
Extension B,𢦦,U+229A6
Extension B,𡬳,U+21B33
Extension B,𨯭,U+28BED
Extension B,𠆽,U+201BD
Extension B,𥝕,U+25755
Extension B,𨓳,U+284F3
Extension B,𧙊,U+2764A
Extension B,𨿕,U+28FD5
Extension B,𠅀,U+20140
Extension B,𢾜,U+22F9C
Extension B,𥢚,U+2589A
Extension B,𧰼,U+27C3C
Extension B,𡋄,U+212C4
Extension B,𩑤,U+29464
Extension B,𩚲,U+296B2
Extension B,𥞳,U+257B3
Extension B,𦕄,U+26544
Extension B,𥐻,U+2543B
Extension B,𥭗,U+25B57
Extension B,𣲫,U+23CAB
Extension B,𥪮,U+25AAE
Extension B,𧀣,U+27023
Extension B,𥮵,U+25BB5
Extension B,𠧦,U+209E6
Extension B,𦓪,U+264EA
Extension B,𢓉,U+224C9
Extension B,𣵇,U+23D47
Extension B,𦉂,U+26242
Extension B,𡬶,U+21B36
Extension B,𥔛,U+2551B
Extension B,𨓙,U+284D9
Extension B,𥔮,U+2552E
Extension B,𨖶,U+285B6
Extension B,𩨁,U+29A01
Extension B,𦔄,U+26504
Extension B,𨦁,U+28981
Extension B,𡒄,U+21484
Extension B,𩅭,U+2916D
Extension B,𨭥,U+28B65
Extension B,𧗬,U+275EC
Extension B,𣜖,U+23716
Extension B,𧩓,U+27A53
Extension B,𤥆,U+24946
Extension B,𢠵,U+22835
Extension B,𤠣,U+24823
Extension B,𣢾,U+238BE
Extension B,𩣊,U+298CA
Extension B,𥈈,U+25208
Extension B,𨎘,U+28398
Extension B,𪐲,U+2A432
Extension B,𩊝,U+2929D
Extension B,𦡚,U+2685A
Extension B,𤣲,U+248F2
Extension B,𥓍,U+254CD
Extension B,𠏚,U+203DA
Extension B,𣁽,U+2307D
Extension B,𡭙,U+21B59
Extension B,𨫒,U+28AD2
Extension B,𣙺,U+2367A
Extension B,𩟂,U+297C2
Extension B,𢖅,U+22585
Extension B,𧨜,U+27A1C
Extension B,𪄣,U+2A123
Extension B,𡗸,U+215F8
Extension B,𧭱,U+27B71
Extension B,𪙭,U+2A66D
Extension B,𥓘,U+254D8
Extension B,𤣉,U+248C9
Extension B,𡗥,U+215E5
Extension B,𤥭,U+2496D
Extension B,𨩄,U+28A44
Extension B,𤏩,U+243E9
Extension B,𢏥,U+223E5
Extension B,𣀢,U+23022
Extension B,𪄉,U+2A109
Extension B,𢙼,U+2267C
Extension B,𥑿,U+2547F
Extension B,𨗥,U+285E5
Extension B,𣓸,U+234F8
Extension B,𡨽,U+21A3D
Extension B,𨿣,U+28FE3
Extension B,𢿉,U+22FC9
Extension B,𣄦,U+23126
Extension B,𤭐,U+24B50
Extension B,𦧕,U+269D5
Extension B,𦾧,U+26FA7
Extension B,𤩬,U+24A6C
Extension B,𩢐,U+29890
Extension B,𨱖,U+28C56
Extension B,𢁗,U+22057
Extension B,𤆆,U+24186
Extension B,𢓔,U+224D4
Extension B,𠇐,U+201D0
Extension B,𧴀,U+27D00
Extension B,𨭎,U+28B4E
Extension B,𤥶,U+24976
Extension B,𥻁,U+25EC1
Extension B,𤂿,U+240BF
Extension B,𡚱,U+216B1
Extension B,𨸒,U+28E12
Extension B,𩿾,U+29FFE
Extension B,𢺷,U+22EB7
Extension B,𥐿,U+2543F
Extension B,𨠤,U+28824
Extension B,𦾈,U+26F88
Extension B,𥳕,U+25CD5
Extension B,𠾙,U+20F99
Extension B,𨦰,U+289B0
Extension B,𡧟,U+219DF
Extension B,𪓃,U+2A4C3
Extension B,𨦫,U+289AB
Extension B,𨌆,U+28306
Extension B,𩡚,U+2985A
Extension B,𧢇,U+27887
Extension B,𡻦,U+21EE6
Extension B,𦨞,U+26A1E
Extension B,𧘻,U+2763B
Extension B,𨝓,U+28753
Extension B,𥯮,U+25BEE
Extension B,𤫣,U+24AE3
Extension B,𦘓,U+26613
Extension B,𥸶,U+25E36
Extension B,𡊛,U+2129B
Extension B,𡟪,U+217EA
Extension B,𦴩,U+26D29
Extension B,𦑭,U+2646D
Extension B,𣵫,U+23D6B
Extension B,𡵳,U+21D73
Extension B,𣛮,U+236EE
Extension B,𧩘,U+27A58
Extension B,𤦫,U+249AB
Extension B,𧝁,U+27741
Extension B,𠯋,U+20BCB
Extension B,𥜇,U+25707
Extension B,𤾢,U+24FA2
Extension B,𪁂,U+2A042
Extension B,𣲲,U+23CB2
Extension B,𧼔,U+27F14
Extension B,𤩨,U+24A68
Extension B,𡰦,U+21C26
Extension B,𦑏,U+2644F
Extension B,𡧻,U+219FB
Extension B,𦆠,U+261A0
Extension B,𤾡,U+24FA1
Extension B,𢧶,U+229F6
Extension B,𨜷,U+28737
Extension B,𨙷,U+28677
Extension B,𨰿,U+28C3F
Extension B,𠋺,U+202FA
Extension B,𨸑,U+28E11
Extension B,𠎝,U+2039D
Extension B,𣲚,U+23C9A
Extension B,𨗆,U+285C6
Extension B,𥲸,U+25CB8
Extension B,𦰫,U+26C2B
Extension B,𣝔,U+23754
Extension B,𥂕,U+25095
Extension B,𧾷,U+27FB7
Extension B,𢁨,U+22068
Extension B,𢺏,U+22E8F
Extension B,𨼩,U+28F29
Extension B,𢎆,U+22386
Extension B,𦨕,U+26A15
Extension B,𧦝,U+2799D
Extension B,𥪀,U+25A80
Extension B,𠈰,U+20230
Extension B,𩒾,U+294BE
Extension B,𨨊,U+28A0A
Extension B,𢌲,U+22332
Extension B,𨨐,U+28A10
Extension B,𤕵,U+24575
Extension B,𨧅,U+289C5
Extension B,𠈏,U+2020F
Extension B,𣘹,U+23639
Extension B,𤿧,U+24FE7
Extension B,𣾜,U+23F9C
Extension B,𣕤,U+23564
Extension B,𤪠,U+24AA0
Extension B,𣱵,U+23C75
Extension B,𢖱,U+225B1
Extension B,𨺲,U+28EB2
Extension B,𦚤,U+266A4
Extension B,𩀭,U+2902D
Extension B,𧇗,U+271D7
Extension B,𥾽,U+25FBD
Extension B,𡻎,U+21ECE
Extension B,𦆜,U+2619C
Extension B,𦴺,U+26D3A
Extension B,𠃓,U+200D3
Extension B,𦄽,U+2613D
Extension B,𦜆,U+26706
Extension B,𥠁,U+25801
Extension B,𪇧,U+2A1E7
Extension B,𨝑,U+28751
Extension B,𦼕,U+26F15
Extension B,𨨩,U+28A29
Extension B,𥳘,U+25CD8
Extension B,𨺬,U+28EAC
Extension B,𡡝,U+2185D
Extension B,𨗧,U+285E7
Extension B,𧫁,U+27AC1
Extension B,𦰚,U+26C1A
Extension B,𣠢,U+23822
Extension B,𣖺,U+235BA
Extension B,𦤀,U+26900
Extension B,𣁧,U+23067
Extension B,𤦃,U+24983
Extension B,𨛪,U+286EA
Extension B,𥮘,U+25B98
Extension B,𤰅,U+24C05
Extension B,𤆑,U+24191
Extension B,𨋃,U+282C3
Extension B,𦮭,U+26BAD
Extension B,𨛏,U+286CF
Extension B,𤱨,U+24C68
Extension B,𤤕,U+24915
Extension B,𠟋,U+207CB
Extension B,𥂙,U+25099
Extension B,𧴦,U+27D26
Extension B,𡏬,U+213EC
Extension B,𧪕,U+27A95
Extension B,𣏒,U+233D2
Extension B,𨚷,U+286B7
Extension B,𨒃,U+28483
Extension B,𢂼,U+220BC
Extension B,𣶒,U+23D92
Extension B,𤾧,U+24FA7
Extension B,𣲋,U+23C8B
Extension B,𢲵,U+22CB5
Extension B,𤂓,U+24093
Extension B,𢤾,U+2293E
Extension B,𠦽,U+209BD
Extension B,𨊣,U+282A3
Extension B,𣃕,U+230D5
Extension B,𤇾,U+241FE
Extension B,𥛌,U+256CC
Extension B,𨳸,U+28CF8
Extension B,𣙥,U+23665
Extension B,𣜬,U+2372C
Extension B,𡩬,U+21A6C
Extension B,𠫇,U+20AC7
Extension B,𣆵,U+231B5
Extension B,𣞪,U+237AA
Extension B,𦏗,U+263D7
Extension B,𥠽,U+2583D
Extension B,𡉲,U+21272
Extension B,𥂛,U+2509B
Extension B,𧵵,U+27D75
Extension B,𣊭,U+232AD
Extension B,𨯞,U+28BDE
Extension B,𡏆,U+213C6
Extension B,𪋟,U+2A2DF
Extension B,𢊖,U+22296
Extension B,𧺹,U+27EB9
Extension B,𣹥,U+23E65
Extension B,𠑽,U+2047D
Extension B,𤯓,U+24BD3
Extension B,𡹚,U+21E5A
Extension B,𥮮,U+25BAE
Extension B,𨖼,U+285BC
Extension B,𣷠,U+23DE0
Extension B,𡿺,U+21FFA
Extension B,𠁪,U+2006A
Extension B,𣘢,U+23622
Extension B,𢜮,U+2272E
Extension B,𠍵,U+20375
Extension B,𧧼,U+279FC
Extension B,𥙣,U+25663
Extension B,𢤀,U+22900
Extension B,𧦴,U+279B4
Extension B,𤩚,U+24A5A
Extension B,𩂒,U+29092
Extension B,𦐥,U+26425
Extension B,𨦠,U+289A0
Extension B,𦔛,U+2651B
Extension B,𥒫,U+254AB
Extension B,𤖩,U+245A9
Extension B,𩇕,U+291D5
Extension B,𢏋,U+223CB
Extension B,𧙸,U+27678
Extension B,𧚀,U+27680
Extension B,𢰲,U+22C32
Extension B,𡚸,U+216B8
Extension B,𥱿,U+25C7F
Extension B,𨰋,U+28C0B
Extension B,𩘲,U+29632
Extension B,𣛟,U+236DF
Extension B,𧤛,U+2791B
Extension B,𩹅,U+29E45
Extension B,𢳄,U+22CC4
Extension B,𣲹,U+23CB9
Extension B,𥇮,U+251EE
Extension B,𦠑,U+26811
Extension B,𨨞,U+28A1E
Extension B,𪉃,U+2A243
Extension B,𢑊,U+2244A
Extension B,𠃴,U+200F4
Extension B,𥞀,U+25780
Extension B,𥞼,U+257BC
Extension B,𣏪,U+233EA
Extension B,𢢌,U+2288C
Extension B,𣬫,U+23B2B
Extension B,𠂇,U+20087
Extension B,𦐅,U+26405
Extension B,𩧲,U+299F2
Extension B,𢽝,U+22F5D
Extension B,𥔅,U+25505
Extension B,𣷸,U+23DF8
Extension B,𣜥,U+23725
Extension B,𢀷,U+22037
Extension B,𣄈,U+23108
Extension B,𩈈,U+29208
Extension B,𤲫,U+24CAB
Extension B,𡗮,U+215EE
Extension B,𨝶,U+28776
Extension B,𦥔,U+26954
Extension B,𥢎,U+2588E
Extension B,𦐉,U+26409
Extension B,𠢕,U+20895
Extension B,𨔾,U+2853E
Extension B,𣺊,U+23E8A
Extension B,𧻹,U+27EF9
Extension B,𤥎,U+2494E
Extension B,𠄘,U+20118
Extension B,𦚯,U+266AF
Extension B,𡵃,U+21D43
Extension B,𣴴,U+23D34
Extension B,𢬵,U+22B35
Extension B,𤇭,U+241ED
Extension B,𢞖,U+22796
Extension B,𦑠,U+26460
Extension B,𥮆,U+25B86
Extension B,𩁻,U+2907B
Extension B,𣴼,U+23D3C
Extension B,𤥕,U+24955
Extension B,𦍑,U+26351
Extension B,𢞓,U+22793
Extension B,𩾐,U+29F90
Extension B,𨟊,U+287CA
Extension B,𥑲,U+25472
Extension B,𨲯,U+28CAF
Extension B,𦳞,U+26CDE
Extension B,𠤏,U+2090F
Extension B,𤩀,U+24A40
Extension B,𨞗,U+28797
Extension B,𢾚,U+22F9A
Extension B,𤥣,U+24963
Extension B,𢴵,U+22D35
Extension B,𡶧,U+21DA7
Extension B,𨕂,U+28542
Extension B,𣭚,U+23B5A
Extension B,𠪢,U+20AA2
Extension B,𡼍,U+21F0D
Extension B,𧣌,U+278CC
Extension B,𣏬,U+233EC
Extension B,𢙹,U+22679
Extension B,𢛞,U+226DE
Extension B,𣸅,U+23E05
Extension B,𨮌,U+28B8C
Extension B,𢈍,U+2220D
Extension B,𤽊,U+24F4A
Extension B,𩷔,U+29DD4
Extension B,𨼿,U+28F3F
Extension B,𩢕,U+29895
Extension B,𠔼,U+2053C
Extension B,𦦟,U+2699F
Extension B,𤛱,U+246F1
Extension B,𦖌,U+2658C
Extension B,𠦡,U+209A1
Extension B,𦳣,U+26CE3
Extension B,𥃲,U+250F2
Extension B,𧼈,U+27F08
Extension B,𦸁,U+26E01
Extension B,𠈘,U+20218
Extension B,𥙾,U+2567E
Extension B,𩎦,U+293A6
Extension B,𦸙,U+26E19
Extension B,𨦮,U+289AE
Extension B,𨁽,U+2807D
Extension B,𨦴,U+289B4
Extension B,𦗓,U+265D3
Extension B,𣏝,U+233DD
Extension B,𢚈,U+22688
Extension B,𩋙,U+292D9
Extension B,𣎲,U+233B2
Extension B,𥋏,U+252CF
Extension B,𡉎,U+2124E
Extension B,𣔋,U+2350B
Extension B,𣁦,U+23066
Extension B,𤌉,U+24309
Extension B,𧚄,U+27684
Extension B,𠜗,U+20717
Extension B,𣛚,U+236DA
Extension B,𨬾,U+28B3E
Extension B,𥬪,U+25B2A
Extension B,𩁸,U+29078
Extension B,𦀠,U+26020
Extension B,𢘻,U+2263B
Extension B,𠡻,U+2087B
Extension B,𩦇,U+29987
Extension B,𠣍,U+208CD
Extension B,𣋉,U+232C9
Extension B,𦴦,U+26D26
Extension B,𠏀,U+203C0
Extension B,𢵧,U+22D67
Extension B,𦑛,U+2645B
Extension B,𩃭,U+290ED
Extension B,𢵗,U+22D57
Extension B,𨶚,U+28D9A
Extension B,𨙽,U+2867D
Extension B,𢻆,U+22EC6
Extension B,𡠝,U+2181D
Extension B,𠆧,U+201A7
Extension B,𥶷,U+25DB7
Extension B,𡍃,U+21343
Extension B,𣲴,U+23CB4
Extension B,𤍎,U+2434E
Extension B,𣅫,U+2316B
Extension B,𩐠,U+29420
Extension B,𣲧,U+23CA7
Extension B,𨜞,U+2871E
Extension B,𡏋,U+213CB
Extension B,𥪁,U+25A81
Extension B,𤳟,U+24CDF
Extension B,𢗎,U+225CE
Extension B,𩔨,U+29528
Extension B,𨱑,U+28C51
Extension B,𤲙,U+24C99
Extension B,𠎆,U+20386
Extension B,𤦮,U+249AE
Extension B,𣽟,U+23F5F
Extension B,𦔃,U+26503
Extension B,𤍅,U+24345
Extension B,𤆀,U+24180
Extension B,𡄔,U+21114
Extension B,𢓄,U+224C4
Extension B,𧛞,U+276DE
Extension B,𨧆,U+289C6
Extension B,𡌻,U+2133B
Extension B,𣷉,U+23DC9
Extension B,𦔆,U+26506
Extension B,𥶞,U+25D9E
Extension B,𥪊,U+25A8A
Extension B,𦩹,U+26A79
Extension B,𨳗,U+28CD7
Extension B,𤲢,U+24CA2
Extension B,𪁐,U+2A050
Extension B,𩋌,U+292CC
Extension B,𤏈,U+243C8
Extension B,𠅶,U+20176
Extension B,𥅅,U+25145
Extension B,𡊢,U+212A2
Extension B,𩅦,U+29166
Extension B,𤰠,U+24C20
Extension B,𣸞,U+23E1E
Extension B,𩯅,U+29BC5
Extension B,𡙁,U+21641
Extension B,𠮳,U+20BB3
Extension B,𪁧,U+2A067
Extension B,𤩄,U+24A44
Extension B,𠯮,U+20BEE
Extension B,𦹦,U+26E66
Extension B,𨛅,U+286C5
Extension B,𤃇,U+240C7
Extension B,𤊢,U+242A2
Extension B,𩃀,U+290C0
Extension B,𨯪,U+28BEA
Extension B,𣵮,U+23D6E
Extension B,𣲵,U+23CB5
Extension B,𡾲,U+21FB2
Extension B,𨴻,U+28D3B
Extension B,𣾢,U+23FA2
Extension B,𦳔,U+26CD4
Extension B,𤳱,U+24CF1
Extension B,𡻯,U+21EEF
Extension B,𣇣,U+231E3
Extension B,𥋊,U+252CA
Extension B,𨝗,U+28757
Extension B,𤊓,U+24293
Extension B,𣼷,U+23F37
Extension B,𥫟,U+25ADF
Extension B,𣚣,U+236A3
Extension B,𦢈,U+26888
Extension B,𤨲,U+24A32
Extension B,𥦗,U+25997
Extension B,𠛮,U+206EE
Extension B,𨪜,U+28A9C
Extension B,𥚂,U+25682
Extension B,𠋵,U+202F5
Extension B,𥂸,U+250B8
Extension B,𡸑,U+21E11
Extension B,𧚳,U+276B3
Extension B,𩽽,U+29F7D
Extension B,𦁧,U+26067
Extension B,𡵙,U+21D59
Extension B,𥾡,U+25FA1
Extension B,𤇀,U+241C0
Extension B,𥘼,U+2563C
Extension B,𣄊,U+2310A
Extension B,𣣍,U+238CD
Extension B,𠋮,U+202EE
Extension B,𣣫,U+238EB
Extension B,𧛼,U+276FC
Extension B,𤑛,U+2445B
Extension B,𦒋,U+2648B
Extension B,𠙖,U+20656
Extension B,𡒍,U+2148D
Extension B,𠥷,U+20977
Extension B,𣒌,U+2348C
Extension B,𥟎,U+257CE
Extension B,𤥯,U+2496F
Extension B,𤫇,U+24AC7
Extension B,𡾱,U+21FB1
Extension B,𤇊,U+241CA
Extension B,𡇊,U+211CA
Extension B,𨜊,U+2870A
Extension B,𧚫,U+276AB
Extension B,𧵛,U+27D5B
Extension B,𤈥,U+24225
Extension B,𢢀,U+22880
Extension B,𦙜,U+2665C
Extension B,𠲯,U+20CAF
Extension B,𨙪,U+2866A
Extension B,𨭋,U+28B4B
Extension B,𥛮,U+256EE
Extension B,𤤪,U+2492A
Extension B,𡇖,U+211D6
Extension B,𩎣,U+293A3
Extension B,𡒆,U+21486
Extension B,𩒽,U+294BD
Extension B,𧆛,U+2719B
Extension B,𧁐,U+27050
Extension B,𥯚,U+25BDA
Extension B,𥵻,U+25D7B
Extension B,𠎃,U+20383
Extension B,𣺠,U+23EA0
Extension B,𥿉,U+25FC9
Extension B,𨵥,U+28D65
Extension B,𧦜,U+2799C
Extension B,𦆴,U+261B4
Extension B,𪓋,U+2A4CB
Extension B,𥖄,U+25584
Extension B,𢈸,U+22238
Extension B,𢬇,U+22B07
Extension B,𤆾,U+241BE
Extension B,𢞌,U+2278C
Extension B,𣕔,U+23554
Extension B,𡠭,U+2182D
Extension B,𢯦,U+22BE6
Extension B,𠢓,U+20893
Extension B,𤦋,U+2498B
Extension B,𡏵,U+213F5
Extension B,𩣥,U+298E5
Extension B,𦄍,U+2610D
Extension B,𡊞,U+2129E
Extension B,𩷝,U+29DDD
Extension B,𩿊,U+29FCA
Extension B,𣈷,U+23237
Extension B,𩡕,U+29855
Extension B,𦍒,U+26352
Extension B,𡶈,U+21D88
Extension B,𧨘,U+27A18
Extension B,𡹷,U+21E77
Extension B,𤤗,U+24917
Extension B,𣟀,U+237C0
Extension B,𤳈,U+24CC8
Extension B,𢘥,U+22625
Extension B,𣻷,U+23EF7
Extension B,𨓍,U+284CD
Extension B,𨌎,U+2830E
Extension B,𠆣,U+201A3
Extension B,𩧿,U+299FF
Extension B,𡸜,U+21E1C
Extension B,𣒞,U+2349E
Extension B,𢡘,U+22858
Extension B,𨓦,U+284E6
Extension B,𤒂,U+24482
Extension B,𨙸,U+28678
Extension B,𢩮,U+22A6E
Extension B,𢤯,U+2292F
Extension B,𨍪,U+2836A
Extension B,𤇨,U+241E8
Extension B,𦱛,U+26C5B
Extension B,𤏗,U+243D7
Extension B,𡰷,U+21C37
Extension B,𣅄,U+23144
Extension B,𣀅,U+23005
Extension B,𤷅,U+24DC5
Extension B,𤤔,U+24914
Extension B,𡥘,U+21958
Extension B,𨍋,U+2834B
Extension B,𡼥,U+21F25
Extension B,𨋣,U+282E3
Extension B,𪂉,U+2A089
Extension B,𨑙,U+28459
Extension B,𧜃,U+27703
Extension B,𨆾,U+281BE
Extension B,𥳄,U+25CC4
Extension B,𣞒,U+23792
Extension B,𤋠,U+242E0
Extension B,𢌸,U+22338
Extension B,𥎹,U+253B9
Extension B,𨎷,U+283B7
Extension B,𨼴,U+28F34
Extension B,𢘚,U+2261A
Extension B,𧈧,U+27227
Extension B,𤋄,U+242C4
Extension B,𥘨,U+25628
Extension B,𩚝,U+2969D
Extension B,𨌍,U+2830D
Extension B,𧛱,U+276F1
Extension B,𨒬,U+284AC
Extension B,𪚾,U+2A6BE
Extension B,𦹷,U+26E77
Extension B,𠵍,U+20D4D
Extension B,𨮾,U+28BBE
Extension B,𡨢,U+21A22
Extension B,𩒑,U+29491
Extension B,𢖦,U+225A6
Extension B,𧤈,U+27908
Extension B,𦍕,U+26355
Extension B,𦘳,U+26633
Extension B,𤌶,U+24336
Extension B,𡧩,U+219E9
Extension B,𥝔,U+25754
Extension B,𤙡,U+24661
Extension B,𨑹,U+28479
Extension B,𢖆,U+22586
Extension B,𦻊,U+26ECA
Extension B,𡷚,U+21DDA
Extension B,𨪓,U+28A93
Extension B,𥤮,U+2592E
Extension B,𣞼,U+237BC
Extension B,𨛋,U+286CB
Extension B,𨺇,U+28E87
Extension B,𨥉,U+28949
Extension B,𤈨,U+24228
Extension B,𤓒,U+244D2
Extension B,𡍫,U+2136B
Extension B,𦠼,U+2683C
Extension B,𨇠,U+281E0
Extension B,𨪦,U+28AA6
Extension B,𡬽,U+21B3D
